ticker,weight_%
A,0.096517412186
AAL,0.022739374805
AAPL,5.645763945752
ABBV,0.728742162867
ABNB,0.162592487665
ABT,0.447164579441
ACGL,0.077736481611
ACN,0.493077234786
ADBE,0.517296758729
ADI,0.223356979661
ADM,0.075945300656
ADP,0.232837269267
ADSK,0.126188857429
AEE,0.043514412213
AEP,0.102633014778
AES,0.027265982029
AFL,0.1034535287
AIG,0.12440221091
AIZ,0.02243558182
AJG,0.12214236904
AKAM,0.037198308412
ALB,0.03509177339
ALGN,0.052991157158
ALL,0.102697850641
ALLE,0.026823567312
AMAT,0.389217445391
AMCR,0.031157745217
AMD,0.661024551814
AME,0.095639175053
AMGN,0.344965106772
AMP,0.100489797635
AMT,0.208810846895
AMZN,3.739891630594
AON,0.151467775335
AOS,0.024911521888
APA,0.023952338518
APD,0.122149378253
APH,0.156074234349
APTV,0.051139946582
ARE,0.045609349522
ATO,0.040118257286
AVB,0.059053568989
AVGO,1.322864182478
AVY,0.040875551957
AWK,0.053722786098
AXON,0.050070994119
AXP,0.295314026375
AZO,0.123451131251
BA,0.251038211179
BAC,0.591812244801
BALL,0.047965256907
BAX,0.04910988451
BBWI,0.025829890142
BBY,0.03605797029
BDX,0.162740456897
BEN,0.018016718267
BF-B,0.021170553295
BG,0.033758298187
BIIB,0.070794468457
BIO,0.016361769764
BK,0.099243315706
BKNG,0.287127487327
BKR,0.076258035427
BLDR,0.058325294769
BMY,0.250131603223
BR,0.054689404232
BRK-B,1.73419257473
BRO,0.046843753357
BSX,0.227394435598
BWA,0.018519824654
BX,0.21434787362
BXP,0.020874622594
C,0.272984574184
CAG,0.031963159593
CAH,0.062472829146
CARR,0.110533432423
CAT,0.423667398427
CB,0.238221325428
CBOE,0.043987632139
CBRE,0.065598184214
CCI,0.1041412504
CCL,0.037285229452
CDNS,0.191976205369
CDW,0.077766570863
CE,0.038798137514
CEG,0.133838990265
CF,0.036033744303
CFG,0.038354071092
CHD,0.057935723864
CHRW,0.02012980895
CHTR,0.065118019563
CI,0.240927174423
CINF,0.04423099089
CL,0.168074001412
CLX,0.043081916251
CMA,0.016392086724
CMCSA,0.389608048996
CME,0.175755010225
CMG,0.180703366796
CMI,0.091015122686
CMS,0.04001601741
CNC,0.095032661193
CNP,0.040829515331
COF,0.128548165589
COO,0.04556540002
COP,0.340105711759
COR,0.091842213723
COST,0.737309443243
CPAY,0.050506973516
CPB,0.019867864976
CPRT,0.114354833956
CPT,0.023848920095
CRL,0.031339130748
CRM,0.66129206744
CSCO,0.460006610792
CSGP,0.08930215542
CSX,0.166054442284
