ticker,weight_%
A,0.070158040158
AAPL,7.014904418836
ABBV,0.777577964749
ABNB,0.108776879496
ABT,0.483745383691
ADBE,0.350980876009
ADI,0.210403482405
ADM,0.048286497487
ADP,0.261333766282
ADSK,0.118398544802
AEE,0.056965246092
AEP,0.122406580437
AES,0.01861752186
AFL,0.115697243064
AIG,0.10844262206
AIZ,0.022628908989
AJG,0.18460825336
AKAM,0.02543714708
ALB,0.017845330925
ALGN,0.023366346536
ALL,0.115337076648
AMAT,0.247936951957
AMD,0.350000912344
AME,0.083754264011
AMGN,0.351981497913
AMP,0.097902343719
AMT,0.213790747711
AMZN,3.772549903871
ANET,0.16820342282
AOS,0.016376229132
APA,0.016395270884
APD,0.137872157604
APH,0.166991481442
APO,0.128756850719
ARE,0.029958934266
ATO,0.051583249396
AVB,0.064127319424
AVGO,1.649855247163
AVY,0.030076126966
AWK,0.060476787904
AXON,0.080145327826
AXP,0.313913177014
AZO,0.134538092714
BA,0.268931060761
BAC,0.580879761835
BALL,0.03268955787
BAX,0.036834448676
BBY,0.03025553161
BDX,0.138267672996
BEN,0.012524796229
BF/B,0.013002095925
BIIB,0.041942643385
BK,0.126537641911
BKNG,0.320550419905
BKR,0.091478608715
BLDR,0.030246098309
BLK,0.289669686874
BMY,0.259951450262
BR,0.05967147574
BRK/B,2.052205604103
BRO,0.062113475284
BSX,0.312489359863
BX,0.215079813964
BXP,0.02058423771
C,0.280136288447
CAG,0.026774350779
CAH,0.070133584762
CARR,0.107632885727
CAT,0.33135784004
CBOE,0.04970033664
CBRE,0.081264714001
CCI,0.095287860542
CCL,0.042670575515
CDNS,0.146721203254
CDW,0.044922690271
CEG,0.132588971055
CF,0.028605797138
CFG,0.037649989551
CHD,0.056610750966
CHRW,0.025322827816
CHTR,0.074958359519
CI,0.189361430267
CINF,0.048443951045
CL,0.159857741799
CLX,0.038340829836
CMCSA,0.292573064028
CME,0.200913090032
CMG,0.143061864702
CMI,0.090448085887
CMS,0.047205112625
CNC,0.063291793155
CNP,0.049666212529
COF,0.143760775171
COO,0.035232935682
COP,0.281682767609
COR,0.100896836717
COST,0.882582393475
CPAY,0.051058905089
CPB,0.016495147398
CPRT,0.104356375467
CPT,0.027501343105
CRL,0.016191364756
CRM,0.539901722058
CRWD,0.182568866425
CSCO,0.516681988146
CSGP,0.07019370041
CSX,0.119377691742
CTAS,0.148087294132
CTRA,0.044778581001
CTSH,0.079545493782
CTVA,0.090695001838
CVS,0.179213739271
CVX,0.587879141434
CZR,0.011173638694
D,0.099071857287
DAL,0.058797365725
DASH,0.130354792189
DD,0.065535384213
DE,0.249918344643
DECK,0.035731014038
DELL,0.059778778329
DG,0.040535914841
DGX,0.039482123866
DHI,0.075797137717
DHR,0.275815849773
DIS,0.375103693507
DLR,0.095321060265
DLTR,0.031980213761
DOC,0.029748624091
DOV,0.050698027271
DOW,0.051420896639
DPZ,0.033376374845
DRI,0.051349654167
DTE,0.060235293662
DUK,0.19897500348
DVA,0.014148073031
DVN,0.051677972271
DXCM,0.056106982465
EA,0.072055056965
EBAY,0.068242815188
ECL,0.134392535563
ED,0.080644307651
EFX,0.063545770518
EIX,0.047979013955
EL,0.03242401735
ELV,0.212138505322
EMN,0.021483105216
EMR,0.12997505732
ENPH,0.017279592417
EOG,0.151719698885
EPAM,0.020143239802
EQIX,0.166838566059
EQR,0.051285658868
EQT,0.066921287429
ERIE,0.022051439149
ES,0.047874157558
ESS,0.041508885556
ETR,0.077080930853
EVRG,0.033225344176
EW,0.089920537177
EXC,0.097476434903
EXE,0.049213350301
EXPD,0.035405209245
EXPE,0.04342954214
EXR,0.066212965724
F,0.08207760594
FANG,0.062845584134
FAST,0.093450901962
FCX,0.114363794407
FDS,0.036328965215
FDX,0.113560709483
FE,0.043492590548
FFIV,0.032271843073
FICO,0.094460838842
FIS,0.083160189201
FISV,0.264039259483
FITB,0.055290265358
FOX,0.014663632128
FOXA,0.025921192178
FRT,0.015629968763
FSLR,0.028470148894
FTNT,0.128807834059
FTV,0.052491027792
GD,0.145406602903
GDDY,0.053196211613
GE,0.451604104105
GEHC,0.077564030074
GEN,0.030310549303
GEV,0.176837129782
GILD,0.293743752797
GIS,0.069286418814
GL,0.02325764348
GLW,0.074204740194
GM,0.098374369388
GNRC,0.015850245279
GOOG,1.552650206221
GOOGL,1.896262349783
GPC,0.034842763113
GPN,0.050971913053
GS,0.358363945973
GWW,0.092088004643
HAL,0.046298845508
HAS,0.016988336501
HBAN,0.045870906391
HCA,0.129889764821
HD,0.765573985907
HIG,0.07480718745
HII,0.016867224036
HLT,0.115095506405
HON,0.28937923296
HPE,0.042604100041
HPQ,0.054590628889
HRL,0.018957210077
HSIC,0.017962141468
HST,0.020894042504
HSY,0.053150910977
HUBB,0.037359623274
HUM,0.067018059512
HWM,0.110460961509
IBM,0.483423772052
ICE,0.208323394771
IDXX,0.072332430199
IEX,0.02872857651
IFF,0.041739335679
INCY,0.020407001513
INTC,0.206723293104
INTU,0.361307191282
INVH,0.041764008275
IP,0.058909153874
IQV,0.062005377347
IR,0.06784319285
IRM,0.053112361216
ISRG,0.371049022281
IT,0.068010241031
ITW,0.139253231579
J,0.031144184423
JBHT,0.024790438741
JBL,0.03133308398
JKHY,0.028069118719
JNJ,0.839384045669
JPM,1.441904513953
KDP,0.086095784233
KEY,0.03333940555
KEYS,0.054439984608
KHC,0.055804786308
KIM,0.029997357928
KKR,0.16402875555
KLAC,0.189910889514
KMB,0.099168108488
KMI,0.115993204362
KMX,0.025393358175
KO,0.582951475086
KR,0.094779876445
KVUE,0.096710096333
L,0.034137177964
LDOS,0.037210139343
LEN,0.056345590801
LH,0.040947830889
LHX,0.082861791233
LII,0.037822922192
LKQ,0.02326120063
LLY,1.368058699065
LMT,0.196738524074
LNT,0.034801541648
LOW,0.27685177252
LRCX,0.196187861931
LULU,0.066672331145
LUV,0.041838216792
LVS,0.027906975419
LW,0.015987579231
LYV,0.043117645461
MA,0.938421800696
MAA,0.041069850666
MAR,0.114587322903
MAS,0.030989323548
MCD,0.470660154155
MCHP,0.054683287204
MCK,0.177307117351
MCO,0.151550251319
MDLZ,0.18450626947
MET,0.097717697844
META,2.653395400632
MGM,0.01410882925
MHK,0.012614178236
