ticker,weight_%
A,0.064005218703
AAPL,5.835889473707
ABBV,0.624478760342
ABNB,0.108603430334
ABT,0.450691497917
ADBE,0.314046855874
ADI,0.224840084161
ADM,0.048297074661
ADP,0.238428543775
ADSK,0.126191738982
AEE,0.049278682542
AEP,0.105564268417
AES,0.014261519559
AFL,0.09773025221
AIG,0.093948854415
AIZ,0.019268094803
AJG,0.15614988328
AKAM,0.022209613733
ALB,0.014043102078
ALGN,0.024569802578
ALL,0.101402431493
AMAT,0.283272759878
AMD,0.438199801126
AME,0.079623119466
AMGN,0.285950253167
AMP,0.096792922005
AMT,0.197070791651
AMZN,3.947718122237
ANET,0.20085469769
AOS,0.014514795484
APA,0.012569455731
APD,0.119551971407
APH,0.227499141826
APO,0.121992771348
ARE,0.021270794278
ATO,0.046506964937
AVB,0.054999792187
AVGO,2.468527034483
AVY,0.026126360318
AWK,0.051573490364
AXON,0.116650634765
AXP,0.335985918725
AZO,0.118459093944
BA,0.300902526799
BAC,0.590565156052
BALL,0.029635190574
BAX,0.029470382449
BBY,0.024627304578
BDX,0.094029024466
BEN,0.014034656488
BF/B,0.009322808828
BIIB,0.0348119913
BK,0.124306030647
BKNG,0.358739931586
BKR,0.072170086198
BLDR,0.02456088406
BLK,0.291045225766
BMY,0.179419942764
BR,0.054368697878
BRK/B,1.696541060943
BRO,0.059162412947
BSX,0.302653547621
BX,0.207703568935
BXP,0.018695458661
C,0.302792082816
CAG,0.018585088561
CAH,0.076364616592
CARR,0.111139350892
CAT,0.347747710526
CBOE,0.04632017498
CBRE,0.078368251493
CCI,0.084938339323
CCL,0.056231702802
CDNS,0.160309228575
CDW,0.044795227001
CEG,0.192653712338
CF,0.028385981771
CFG,0.037184656259
CHD,0.045080418049
CHRW,0.021457907101
CHTR,0.074313327565
CI,0.168193899946
CINF,0.044165624453
CL,0.140245596883
CLX,0.027966933197
CMCSA,0.25315496769
CME,0.189162149037
CMG,0.144089808097
CMI,0.085922532382
CMS,0.039375850888
CNC,0.051442969075
CNP,0.045549449548
COF,0.259180266536
COIN,0.141113362895
COO,0.026884159925
COP,0.215767637068
COR,0.098401922347
COST,0.836524814136
CPAY,0.044541267169
CPB,0.011453189138
CPRT,0.082161949442
CPT,0.02291627663
CRL,0.014193992136
CRM,0.498316005083
CRWD,0.241618146605
CSCO,0.525693433195
CSGP,0.064416260571
CSX,0.11674599288
CTAS,0.145688487462
CTRA,0.036894393506
CTSH,0.073370331356
CTVA,0.096825666678
CVS,0.166197946252
CVX,0.442934414755
CZR,0.011470111255
D,0.091800345628
DAL,0.061159878186
DASH,0.160978380323
DD,0.054433112578
DE,0.244395299424
DECK,0.029787141445
DELL,0.069951403128
DG,0.047685282061
DGX,0.038195760973
DHI,0.067884598542
DHR,0.239874618159
DIS,0.42460495106
DLR,0.104876106041
DLTR,0.037259807107
DOC,0.023295186835
DOV,0.047818544605
DOW,0.035649415609
DPZ,0.02960227948
DRI,0.048346517618
DTE,0.052184207532
DUK,0.174684847016
DVA,0.011263179161
DVN,0.038901495315
DXCM,0.065189354318
EA,0.0694056618
EBAY,0.06537588374
ECL,0.129492733405
ED,0.068860666463
EFX,0.061197234303
EIX,0.037994997192
EL,0.035897531546
ELV,0.167372932368
EMN,0.016462339329
EMR,0.142938907455
ENPH,0.009983155612
EOG,0.124333031513
EPAM,0.019077345185
EQIX,0.148219789483
EQR,0.043729525249
EQT,0.066491188938
ERIE,0.016503157593
ES,0.044349632089
ESS,0.034701025595
ETR,0.070660809642
EVRG,0.030038257083
EW,0.087377371464
EXC,0.083485142975
EXE,0.048230440796
EXPD,0.029802440729
EXPE,0.039060928839
EXR,0.059455446914
F,0.080710324871
FANG,0.048842593003
FAST,0.09154467461
FCX,0.118422665204
FDS,0.032321977285
FDX,0.095423586256
FE,0.039178659317
FFIV,0.032259111245
FICO,0.084674706154
FIS,0.081462986074
FISV,0.182055087386
FITB,0.052460597673
FOX,0.012989149942
FOXA,0.022845058204
FRT,0.014047500945
FSLR,0.033711178107
FTNT,0.127918720018
FTV,0.033814329064
GD,0.139929087177
GDDY,0.048865387254
GE,0.5227718209
GEHC,0.064377611615
GEN,0.030368227355
GEV,0.275079051048
GILD,0.262461776975
GIS,0.054289655886
GL,0.019538039894
GLW,0.077091629279
GM,0.090110793192
GNRC,0.016208228712
GOOG,1.586134262866
GOOGL,1.953457945206
GPC,0.032083573986
GPN,0.037180279097
GS,0.413629757987
GWW,0.086619111738
HAL,0.033629870618
HAS,0.018448083666
HBAN,0.046323075132
HCA,0.126385338082
HD,0.694059148146
HIG,0.068648170448
HII,0.018051174116
HLT,0.120579676681
HON,0.2850517697
HPE,0.051064611432
HPQ,0.043917176601
HRL,0.016763156738
HSIC,0.016936926144
HST,0.020421847131
HSY,0.046638758826
HUBB,0.041674820554
HUM,0.055998515815
HWM,0.143323119589
IBM,0.521794571147
ICE,0.200375719149
IDXX,0.082139033021
IEX,0.025202031711
IFF,0.035776110962
INCY,0.020759891725
INTC,0.186095484772
INTU,0.419388965778
INVH,0.035548992019
IP,0.047084935205
IQV,0.04933203785
IR,0.063768099671
IRM,0.057640482855
ISRG,0.370956732482
IT,0.059249339432
ITW,0.125546273598
J,0.030083039576
JBHT,0.02143138698
JBL,0.044587038085
JKHY,0.025046201843
JNJ,0.699985772661
JPM,1.534501727361
KDP,0.085353977475
KEY,0.032842491205
KEYS,0.053863720212
KHC,0.042484260502
KIM,0.026845541161
KKR,0.171498714104
KLAC,0.225834610084
KMB,0.081294857495
KMI,0.108099313588
KMX,0.019498622655
KO,0.521965360713
KR,0.083690750065
KVUE,0.076339363533
L,0.030382759851
LDOS,0.038678293305
LEN,0.049104325306
LH,0.041767413122
LHX,0.089312357701
LII,0.034961573473
LKQ,0.018299323052
LLY,1.167884430732
LMT,0.184062266092
LNT,0.029574777845
LOW,0.236507982424
LRCX,0.237059794869
LULU,0.050018617556
LUV,0.035207995888
LVS,0.028104212867
LW,0.014061908292
LYV,0.045182951838
MA,0.868119590004
MAA,0.032803690489
MAR,0.118294533226
MAS,0.025933577796
MCD,0.397891748703
MCHP,0.071889043203
MCK,0.17462563301
MCO,0.147618249236
MDLZ,0.166312139354
MET,0.086369857475
META,3.052100722075
MGM,0.013547970002
MHK,0.010474348059
MKC,0.036263669536
MKTX,0.016070005167
MLM,0.063016356692
MMM,0.156049956191
MNST,0.083771376626
MO,0.188097261521
MOH,0.030754444887
MOS,0.021906197621
MPC,0.097195535828
MPWR,0.066493596781
MRK,0.378581064471
MRNA,0.017796514517
MRSH,0.205180141221
MS,0.331411874455
MSCI,0.085138820349
MSFT,7.040702006844
MSI,0.133663697971
MTB,0.059299469943
MTCH,0.014426030546
MTD,0.046722286478
MU,0.2623402829
NDAQ,0.070390362606
NDSN,0.022151216974
NEE,0.27218615801
NEM,0.12349931518
NFLX,1.085447234875
NI,0.036164349032
NKE,0.159531852632
NOC,0.128842725899
NOW,0.405325885572
NRG,0.059793825549
NSC,0.110159262014
NTAP,0.04119034098
NTRS,0.047237491934
NUE,0.056933160341
NVDA,7.337729409886
NVR,0.041249606839
NWS,0.007343308298
NWSA,0.021440696174
O,0.099090430108
ODFL,0.05747991094
OKE,0.097114144771
OMC,0.026697833983
ON,0.041709318076
ORCL,0.677250954772
ORLY,0.146739799382
OTIS,0.074639026744
OXY,0.056694458328
PANW,0.258059802252
PAYC,0.021484720618
PAYX,0.088636626568
PCAR,0.095043930457
PCG,0.05834861381
PEG,0.079785868989
PEP,0.344801339193
PFE,0.262477917722
PFG,0.031201344894
PG,0.711424482576
PGR,0.297951825688
PH,0.169978766222
PHM,0.040254604227
PKG,0.031977098361
PLD,0.185779137599
PLTR,0.552273469479
PM,0.539926016044
PNC,0.14032322238
PNW,0.020344236299
PODD,0.042104763265
POOL,0.021100689641
PPG,0.049180979186
PPL,0.047576781784
PRU,0.07230772781
PSA,0.088233963893
PSX,0.092578547031
PTC,0.03938139498
PWR,0.106708298403
PYPL,0.137659462793
QCOM,0.332806887776
RAL,0.010484409593
REG,0.022183939928
REGN,0.103837807565
RF,0.040268008136
RJF,0.053037154241
RL,0.020577108371
RMD,0.072044960104
ROK,0.071335011464
ROL,0.030222260663
ROP,0.116066209836
ROST,0.080024110558
RSG,0.095184675359
RTX,0.371535022581
RVTY,0.021711549527
SBAC,0.04790825019
SBUX,0.198321594553
SCHW,0.296796534051
SHW,0.150897081024
SJM,0.019932024353
SLB,0.087561411212
SMCI,0.047909276047
SNA,0.03107879631
SNPS,0.150974630543
SO,0.192222509663
SOLV,0.019977510058
SPG,0.0939491252
SPGI,0.315226281518
SRE,0.094115819388
STLD,0.033657753367
STT,0.057759579112
STZ,0.047425969791
SWK,0.019891043087
SWKS,0.021305886369
SYF,0.0483861564
SYK,0.259161519387
SYY,0.069925616297
T,0.396612942878
TAP,0.015741285558
TDG,0.162675969008
TDY,0.045738234296
TECH,0.015457512048
TER,0.027470801869
TFC,0.107213920086
TGT,0.08536667722
TJX,0.262594717087
TKO,0.023033531186
TMO,0.291506336976
TMUS,0.216409151893
TPL,0.037852976067
TPR,0.034559081678
TRGP,0.071918825249
TRMB,0.034524230809
TROW,0.040489434546
TRV,0.115321457752
TSCO,0.053283737441
TSLA,1.695371064197
TSN,0.03030994314
TTWO,0.078148759929
TXN,0.359241044901
TXT,0.027864030132
TYL,0.048675807338
UAL,0.049529122075
UBER,0.371596867063
UDR,0.02336801413
UHS,0.019734089628
ULTA,0.040236086658
UNH,0.539001081657
UNP,0.261821800447
UPS,0.14105892881
URI,0.093259219225
USB,0.134123856247
V,1.157008001728
VICI,0.065377318486
VLO,0.080181909383
VLTO,0.047495772105
VMC,0.065511183752
VRSK,0.082984762703
VRSN,0.044669050054
VRTX,0.217737200165
VST,0.125433508154
VTR,0.054281266905
VTRS,0.019962001347
VZ,0.347447798956
WAB,0.068010187233
WAT,0.039424791207
WBD,0.049140367575
WDAY,0.09903067859
WDC,0.042517583487
WEC,0.063335891193
WELL,0.181901660052
WFC,0.496571233782
WM,0.159592998344
WMB,0.146066867988
WMT,0.804603541248
WRB,0.041748837402
WSM,0.038235785705
WST,0.03013061865
WY,0.035508742816
WYNN,0.015945829174
XEL,0.074804931053
XOM,0.884905843563
XYL,0.05978209085
YUM,0.078663676047
ZBH,0.034535154685
ZBRA,0.029865462957
ZTS,0.132234495969
ACN,0.356362624656
PNR,0.032266265552
STX,0.058336986489
EG,0.027786573655
ACGL,0.064900881739
CB,0.205632674301
